mine_id,mine_name,mineral_type,rock_stability_index,fracture_density,weathering_index,joint_spacing_m,ucs_mpa,data_source
7689,Mine_07689,Iron Ore,0.819,0.468,0.557,4.71,32.35,synthetic_geological_survey
7690,Mine_07690,Salt,1.009,0.224,0.643,3.5,127.42,synthetic_geological_survey
7691,Mine_07691,Sandstone,0.425,0.51,0.294,1.22,188.26,synthetic_geological_survey
7692,Mine_07692,Sandstone,0.584,0.7,0.343,0.98,174.57,synthetic_geological_survey
7693,Mine_07693,Sand,0.314,0.837,0.668,3.31,163.16,synthetic_geological_survey
7694,Mine_07694,Salt,0.746,0.166,0.264,1.26,96.25,synthetic_geological_survey
7695,Mine_07695,Marble,0.765,0.357,0.743,2.61,101.78,synthetic_geological_survey
7696,Mine_07696,Sand,0.253,0.676,0.496,3.09,58.73,synthetic_geological_survey
7697,Mine_07697,Marble,0.775,0.362,0.324,2.82,59.07,synthetic_geological_survey
7698,Mine_07698,Limestone,0.529,0.441,0.79,0.71,50.6,synthetic_geological_survey
7699,Mine_07699,Iron Ore,0.803,0.459,0.248,1.45,60.45,synthetic_geological_survey
7700,Mine_07700,Salt,0.75,0.167,0.338,2.85,152.25,synthetic_geological_survey
7701,Mine_07701,Silica Sand,0.362,0.633,0.624,3.7,118.5,synthetic_geological_survey
7702,Mine_07702,Silica Sand,0.433,0.758,0.553,3.99,194.94,synthetic_geological_survey
7703,Mine_07703,Sandstone,0.41,0.491,0.674,1.05,63.14,synthetic_geological_survey
7704,Mine_07704,Sandstone,0.413,0.495,0.493,1.2,38.02,synthetic_geological_survey
7705,Mine_07705,Sand,0.34,0.906,0.243,2.62,186.31,synthetic_geological_survey
7706,Mine_07706,Sand,0.354,0.944,0.335,2.66,120.63,synthetic_geological_survey
7707,Mine_07707,Sandstone,0.417,0.501,0.576,3.96,105.02,synthetic_geological_survey
7708,Mine_07708,Sandstone,0.587,0.704,0.381,1.94,190.5,synthetic_geological_survey
7709,Mine_07709,Salt,0.763,0.17,0.28,2.8,70.84,synthetic_geological_survey
7710,Mine_07710,Limestone,0.522,0.435,0.777,1.24,20.36,synthetic_geological_survey
7711,Mine_07711,Sand,0.343,0.914,0.562,2.74,195.13,synthetic_geological_survey
7712,Mine_07712,Silica Sand,0.341,0.597,0.335,3.71,173.08,synthetic_geological_survey
7713,Mine_07713,Sandstone,0.473,0.567,0.697,3.36,180.68,synthetic_geological_survey
7714,Mine_07714,Granite,0.71,0.266,0.318,2.5,108.18,synthetic_geological_survey
7715,Mine_07715,Limestone,0.71,0.592,0.288,1.96,162.68,synthetic_geological_survey
7716,Mine_07716,Silica Sand,0.41,0.718,0.243,4.79,121.45,synthetic_geological_survey
7717,Mine_07717,Sandstone,0.531,0.638,0.432,3.41,66.81,synthetic_geological_survey
7718,Mine_07718,Silica Sand,0.477,0.836,0.227,4.13,88.76,synthetic_geological_survey
7719,Mine_07719,Iron Ore,0.822,0.47,0.268,1.8,48.53,synthetic_geological_survey
7720,Mine_07720,Salt,0.939,0.209,0.442,4.76,55.53,synthetic_geological_survey
7721,Mine_07721,Iron Ore,0.682,0.389,0.435,3.46,134.01,synthetic_geological_survey
7722,Mine_07722,Sand,0.332,0.885,0.706,2.52,125.44,synthetic_geological_survey
7723,Mine_07723,Sandstone,0.4,0.48,0.76,3.0,53.07,synthetic_geological_survey
7724,Mine_07724,Limestone,0.628,0.523,0.404,0.62,132.95,synthetic_geological_survey
7725,Mine_07725,Sandstone,0.56,0.672,0.752,1.75,67.38,synthetic_geological_survey
7726,Mine_07726,Marble,0.892,0.416,0.616,2.76,195.01,synthetic_geological_survey
7727,Mine_07727,Silica Sand,0.459,0.803,0.629,2.88,173.0,synthetic_geological_survey
7728,Mine_07728,Silica Sand,0.434,0.76,0.769,1.39,105.08,synthetic_geological_survey
7729,Mine_07729,Salt,0.773,0.172,0.535,2.45,147.62,synthetic_geological_survey
7730,Mine_07730,Granite,0.762,0.286,0.235,0.92,115.24,synthetic_geological_survey
7731,Mine_07731,Marble,0.845,0.394,0.204,1.72,133.85,synthetic_geological_survey
7732,Mine_07732,Marble,0.702,0.328,0.294,3.72,38.46,synthetic_geological_survey
7733,Mine_07733,Silica Sand,0.351,0.615,0.38,4.85,32.55,synthetic_geological_survey
7734,Mine_07734,Limestone,0.632,0.527,0.22,2.29,148.39,synthetic_geological_survey
7735,Mine_07735,Salt,0.775,0.172,0.492,3.75,104.1,synthetic_geological_survey
7736,Mine_07736,Limestone,0.715,0.596,0.659,3.49,187.13,synthetic_geological_survey
7737,Mine_07737,Iron Ore,0.58,0.331,0.439,1.18,29.99,synthetic_geological_survey
7738,Mine_07738,Silica Sand,0.449,0.786,0.479,3.94,20.97,synthetic_geological_survey
7739,Mine_07739,Silica Sand,0.48,0.84,0.391,1.47,96.6,synthetic_geological_survey
7740,Mine_07740,Sandstone,0.592,0.711,0.614,2.58,151.55,synthetic_geological_survey
7741,Mine_07741,Marble,0.632,0.295,0.594,2.7,42.21,synthetic_geological_survey
7742,Mine_07742,Iron Ore,0.593,0.339,0.528,0.63,114.66,synthetic_geological_survey
7743,Mine_07743,Limestone,0.5,0.417,0.245,2.09,98.83,synthetic_geological_survey
7744,Mine_07744,Sand,0.285,0.759,0.203,4.3,97.54,synthetic_geological_survey
7745,Mine_07745,Marble,0.851,0.397,0.248,1.21,120.05,synthetic_geological_survey
7746,Mine_07746,Silica Sand,0.405,0.71,0.772,2.7,111.31,synthetic_geological_survey
7747,Mine_07747,Sand,0.324,0.864,0.593,2.64,74.87,synthetic_geological_survey
7748,Mine_07748,Marble,0.694,0.324,0.573,1.57,41.97,synthetic_geological_survey
7749,Mine_07749,Limestone,0.574,0.479,0.285,2.84,48.81,synthetic_geological_survey
7750,Mine_07750,Marble,0.73,0.341,0.677,0.95,142.77,synthetic_geological_survey
7751,Mine_07751,Sand,0.349,0.931,0.352,4.62,51.59,synthetic_geological_survey
7752,Mine_07752,Limestone,0.691,0.575,0.582,2.17,119.69,synthetic_geological_survey
7753,Mine_07753,Iron Ore,0.669,0.383,0.505,3.07,161.62,synthetic_geological_survey
7754,Mine_07754,Granite,0.768,0.288,0.705,4.57,24.42,synthetic_geological_survey
7755,Mine_07755,Iron Ore,0.611,0.349,0.761,2.39,72.05,synthetic_geological_survey
7756,Mine_07756,Sandstone,0.6,0.72,0.479,3.23,55.16,synthetic_geological_survey
7757,Mine_07757,Silica Sand,0.442,0.774,0.258,1.12,69.75,synthetic_geological_survey
7758,Mine_07758,Granite,0.759,0.285,0.665,3.1,88.23,synthetic_geological_survey
7759,Mine_07759,Granite,0.945,0.354,0.299,0.51,70.19,synthetic_geological_survey
7760,Mine_07760,Salt,0.749,0.166,0.329,0.54,31.65,synthetic_geological_survey
7761,Mine_07761,Marble,0.744,0.347,0.464,4.75,83.28,synthetic_geological_survey
7762,Mine_07762,Salt,0.729,0.162,0.542,1.01,116.77,synthetic_geological_survey
7763,Mine_07763,Limestone,0.659,0.549,0.631,1.48,170.05,synthetic_geological_survey
7764,Mine_07764,Sandstone,0.533,0.64,0.565,2.12,88.48,synthetic_geological_survey
7765,Mine_07765,Sand,0.307,0.819,0.431,2.49,171.25,synthetic_geological_survey
7766,Mine_07766,Silica Sand,0.454,0.794,0.43,3.42,136.9,synthetic_geological_survey
7767,Mine_07767,Granite,0.695,0.261,0.56,3.09,139.62,synthetic_geological_survey
7768,Mine_07768,Granite,0.708,0.265,0.438,4.98,47.53,synthetic_geological_survey
7769,Mine_07769,Granite,0.761,0.285,0.229,2.92,20.27,synthetic_geological_survey
7770,Mine_07770,Sandstone,0.524,0.629,0.333,1.79,141.57,synthetic_geological_survey
7771,Mine_07771,Marble,0.766,0.357,0.587,4.47,165.17,synthetic_geological_survey
7772,Mine_07772,Silica Sand,0.402,0.704,0.76,1.25,194.84,synthetic_geological_survey
7773,Mine_07773,Sandstone,0.483,0.579,0.645,4.93,30.66,synthetic_geological_survey
7774,Mine_07774,Silica Sand,0.428,0.75,0.333,0.51,146.5,synthetic_geological_survey
7775,Mine_07775,Salt,0.783,0.174,0.435,2.21,24.08,synthetic_geological_survey
7776,Mine_07776,Silica Sand,0.427,0.747,0.751,2.7,174.99,synthetic_geological_survey
7777,Mine_07777,Iron Ore,0.685,0.392,0.723,3.82,55.35,synthetic_geological_survey
7778,Mine_07778,Marble,0.802,0.374,0.396,0.95,119.57,synthetic_geological_survey
7779,Mine_07779,Limestone,0.576,0.48,0.709,0.85,110.19,synthetic_geological_survey
7780,Mine_07780,Granite,0.736,0.276,0.581,3.37,103.53,synthetic_geological_survey
7781,Mine_07781,Marble,0.82,0.383,0.394,1.52,37.96,synthetic_geological_survey
7782,Mine_07782,Sand,0.254,0.678,0.42,4.84,129.67,synthetic_geological_survey
7783,Mine_07783,Sand,0.289,0.771,0.216,1.05,32.21,synthetic_geological_survey
7784,Mine_07784,Sand,0.254,0.677,0.214,4.62,175.6,synthetic_geological_survey
7785,Mine_07785,Sand,0.289,0.771,0.728,1.01,155.38,synthetic_geological_survey
7786,Mine_07786,Iron Ore,0.753,0.43,0.697,4.35,163.37,synthetic_geological_survey
7787,Mine_07787,Granite,0.786,0.295,0.548,1.06,75.48,synthetic_geological_survey
7788,Mine_07788,Marble,0.663,0.309,0.251,3.23,199.42,synthetic_geological_survey
7789,Mine_07789,Granite,0.889,0.333,0.261,0.85,194.19,synthetic_geological_survey
7790,Mine_07790,Sandstone,0.415,0.498,0.347,3.6,139.52,synthetic_geological_survey
7791,Mine_07791,Silica Sand,0.406,0.711,0.569,4.73,185.96,synthetic_geological_survey
7792,Mine_07792,Sandstone,0.479,0.575,0.345,4.62,173.24,synthetic_geological_survey
7793,Mine_07793,Marble,0.636,0.297,0.359,1.86,51.91,synthetic_geological_survey
7794,Mine_07794,Granite,0.919,0.345,0.398,0.69,36.63,synthetic_geological_survey
7795,Mine_07795,Limestone,0.5,0.417,0.378,2.04,114.25,synthetic_geological_survey
7796,Mine_07796,Salt,0.842,0.187,0.751,4.96,117.07,synthetic_geological_survey
7797,Mine_07797,Marble,0.615,0.287,0.216,1.29,171.57,synthetic_geological_survey
7798,Mine_07798,Sandstone,0.518,0.621,0.562,3.91,162.78,synthetic_geological_survey
7799,Mine_07799,Iron Ore,0.795,0.454,0.507,3.79,90.02,synthetic_geological_survey
7800,Mine_07800,Sandstone,0.534,0.64,0.625,2.78,42.96,synthetic_geological_survey
7801,Mine_07801,Salt,0.993,0.221,0.44,0.7,141.62,synthetic_geological_survey
7802,Mine_07802,Sand,0.244,0.651,0.54,1.82,188.55,synthetic_geological_survey
7803,Mine_07803,Granite,0.862,0.323,0.703,4.29,184.12,synthetic_geological_survey
7804,Mine_07804,Marble,0.875,0.408,0.699,3.37,55.0,synthetic_geological_survey
7805,Mine_07805,Limestone,0.518,0.432,0.333,0.85,34.76,synthetic_geological_survey
7806,Mine_07806,Sand,0.348,0.927,0.447,0.89,144.7,synthetic_geological_survey
7807,Mine_07807,Limestone,0.631,0.526,0.202,4.2,155.23,synthetic_geological_survey
7808,Mine_07808,Silica Sand,0.345,0.604,0.452,2.51,192.3,synthetic_geological_survey
7809,Mine_07809,Limestone,0.674,0.562,0.245,1.08,34.2,synthetic_geological_survey
7810,Mine_07810,Granite,0.885,0.332,0.728,0.82,120.93,synthetic_geological_survey
7811,Mine_07811,Sandstone,0.471,0.566,0.394,1.26,86.76,synthetic_geological_survey
7812,Mine_07812,Sand,0.307,0.819,0.535,4.26,59.4,synthetic_geological_survey
7813,Mine_07813,Sandstone,0.472,0.566,0.273,1.15,87.53,synthetic_geological_survey
7814,Mine_07814,Salt,0.802,0.178,0.268,0.95,85.62,synthetic_geological_survey
7815,Mine_07815,Limestone,0.661,0.551,0.596,2.68,123.56,synthetic_geological_survey
7816,Mine_07816,Silica Sand,0.393,0.687,0.456,3.37,96.31,synthetic_geological_survey
7817,Mine_07817,Sand,0.327,0.873,0.727,4.23,58.92,synthetic_geological_survey
7818,Mine_07818,Granite,0.83,0.311,0.227,1.17,110.97,synthetic_geological_survey
7819,Mine_07819,Limestone,0.617,0.514,0.688,2.35,118.77,synthetic_geological_survey
7820,Mine_07820,Marble,0.682,0.318,0.215,3.36,34.48,synthetic_geological_survey
7821,Mine_07821,Granite,0.83,0.311,0.332,1.11,188.93,synthetic_geological_survey
7822,Mine_07822,Salt,0.755,0.168,0.259,2.09,117.53,synthetic_geological_survey
7823,Mine_07823,Sand,0.242,0.645,0.757,0.84,155.99,synthetic_geological_survey
7824,Mine_07824,Sand,0.252,0.672,0.284,3.27,60.55,synthetic_geological_survey
7825,Mine_07825,Granite,0.655,0.246,0.58,1.27,103.11,synthetic_geological_survey
7826,Mine_07826,Sand,0.34,0.906,0.521,2.83,95.26,synthetic_geological_survey
7827,Mine_07827,Iron Ore,0.831,0.475,0.789,4.29,123.56,synthetic_geological_survey
7828,Mine_07828,Sand,0.318,0.847,0.2,4.5,115.11,synthetic_geological_survey
7829,Mine_07829,Iron Ore,0.782,0.447,0.534,3.0,189.96,synthetic_geological_survey
7830,Mine_07830,Limestone,0.559,0.466,0.348,2.04,94.0,synthetic_geological_survey
7831,Mine_07831,Sand,0.257,0.685,0.721,1.15,178.5,synthetic_geological_survey
7832,Mine_07832,Limestone,0.558,0.465,0.22,4.12,24.9,synthetic_geological_survey
7833,Mine_07833,Sandstone,0.582,0.699,0.581,3.92,52.66,synthetic_geological_survey
7834,Mine_07834,Limestone,0.72,0.6,0.341,4.88,73.9,synthetic_geological_survey
7835,Mine_07835,Marble,0.779,0.363,0.561,4.74,45.05,synthetic_geological_survey
7836,Mine_07836,Sand,0.241,0.644,0.485,4.11,49.2,synthetic_geological_survey
7837,Mine_07837,Limestone,0.58,0.484,0.502,0.61,183.78,synthetic_geological_survey
7838,Mine_07838,Iron Ore,0.778,0.445,0.69,4.78,185.24,synthetic_geological_survey
7839,Mine_07839,Granite,0.784,0.294,0.21,3.78,63.13,synthetic_geological_survey
7840,Mine_07840,Salt,0.817,0.182,0.555,1.54,61.63,synthetic_geological_survey
7841,Mine_07841,Sandstone,0.535,0.642,0.419,1.13,92.01,synthetic_geological_survey
7842,Mine_07842,Sand,0.291,0.776,0.474,2.84,123.8,synthetic_geological_survey
7843,Mine_07843,Sandstone,0.55,0.661,0.599,2.62,31.72,synthetic_geological_survey
7844,Mine_07844,Limestone,0.703,0.586,0.329,1.01,153.91,synthetic_geological_survey
7845,Mine_07845,Silica Sand,0.456,0.798,0.698,1.73,42.07,synthetic_geological_survey
7846,Mine_07846,Marble,0.838,0.391,0.313,1.41,124.77,synthetic_geological_survey
7847,Mine_07847,Salt,1.026,0.228,0.62,2.07,113.12,synthetic_geological_survey
7848,Mine_07848,Granite,0.642,0.241,0.61,3.66,59.44,synthetic_geological_survey
7849,Mine_07849,Marble,0.65,0.304,0.477,3.05,34.55,synthetic_geological_survey
7850,Mine_07850,Granite,0.814,0.305,0.31,4.98,68.43,synthetic_geological_survey
7851,Mine_07851,Sand,0.267,0.712,0.547,3.87,168.67,synthetic_geological_survey
7852,Mine_07852,Silica Sand,0.386,0.675,0.319,2.62,167.78,synthetic_geological_survey
7853,Mine_07853,Marble,0.872,0.407,0.503,4.3,75.29,synthetic_geological_survey
7854,Mine_07854,Silica Sand,0.332,0.581,0.244,1.87,110.73,synthetic_geological_survey
7855,Mine_07855,Silica Sand,0.463,0.81,0.39,3.83,51.53,synthetic_geological_survey
7856,Mine_07856,Granite,0.95,0.356,0.589,1.29,99.44,synthetic_geological_survey
7857,Mine_07857,Sand,0.344,0.917,0.368,1.99,183.58,synthetic_geological_survey
7858,Mine_07858,Sand,0.251,0.67,0.751,2.83,140.23,synthetic_geological_survey
7859,Mine_07859,Salt,1.009,0.224,0.352,4.01,80.05,synthetic_geological_survey
7860,Mine_07860,Silica Sand,0.35,0.612,0.784,3.47,183.26,synthetic_geological_survey
7861,Mine_07861,Sandstone,0.484,0.581,0.651,0.96,177.12,synthetic_geological_survey
7862,Mine_07862,Silica Sand,0.434,0.76,0.602,2.56,197.97,synthetic_geological_survey
7863,Mine_07863,Limestone,0.575,0.479,0.675,4.15,118.33,synthetic_geological_survey
7864,Mine_07864,Sand,0.291,0.776,0.249,4.05,34.64,synthetic_geological_survey
7865,Mine_07865,Iron Ore,0.779,0.445,0.482,1.19,68.04,synthetic_geological_survey
7866,Mine_07866,Granite,0.94,0.352,0.348,2.07,187.41,synthetic_geological_survey
7867,Mine_07867,Sandstone,0.469,0.562,0.459,0.83,196.88,synthetic_geological_survey
7868,Mine_07868,Salt,1.076,0.239,0.753,0.97,109.6,synthetic_geological_survey
7869,Mine_07869,Limestone,0.552,0.46,0.622,4.85,45.96,synthetic_geological_survey
7870,Mine_07870,Sand,0.321,0.857,0.294,1.21,32.11,synthetic_geological_survey
7871,Mine_07871,Silica Sand,0.451,0.789,0.652,0.63,64.23,synthetic_geological_survey
7872,Mine_07872,Granite,0.685,0.257,0.315,0.93,80.03,synthetic_geological_survey
7873,Mine_07873,Sandstone,0.442,0.531,0.314,1.69,22.96,synthetic_geological_survey
7874,Mine_07874,Granite,0.841,0.315,0.436,4.48,20.94,synthetic_geological_survey
7875,Mine_07875,Marble,0.64,0.298,0.331,4.07,61.89,synthetic_geological_survey
7876,Mine_07876,Sand,0.258,0.689,0.291,1.45,40.66,synthetic_geological_survey
7877,Mine_07877,Sand,0.307,0.817,0.492,1.22,167.06,synthetic_geological_survey
7878,Mine_07878,Sandstone,0.563,0.675,0.376,4.02,184.36,synthetic_geological_survey
7879,Mine_07879,Marble,0.756,0.353,0.6,3.18,165.05,synthetic_geological_survey
7880,Mine_07880,Granite,0.865,0.324,0.573,3.08,123.4,synthetic_geological_survey
7881,Mine_07881,Limestone,0.666,0.555,0.436,4.17,24.61,synthetic_geological_survey
7882,Mine_07882,Sandstone,0.463,0.556,0.665,1.1,79.3,synthetic_geological_survey
7883,Mine_07883,Salt,1.074,0.239,0.398,1.53,46.63,synthetic_geological_survey
7884,Mine_07884,Granite,0.645,0.242,0.258,2.25,94.8,synthetic_geological_survey
7885,Mine_07885,Sandstone,0.516,0.619,0.439,2.58,111.51,synthetic_geological_survey
7886,Mine_07886,Iron Ore,0.742,0.424,0.665,4.7,190.68,synthetic_geological_survey
7887,Mine_07887,Iron Ore,0.575,0.328,0.265,0.99,177.16,synthetic_geological_survey
7888,Mine_07888,Limestone,0.523,0.436,0.718,4.54,42.26,synthetic_geological_survey
7889,Mine_07889,Salt,0.817,0.182,0.656,4.56,122.46,synthetic_geological_survey
7890,Mine_07890,Iron Ore,0.573,0.328,0.623,3.58,98.77,synthetic_geological_survey
7891,Mine_07891,Marble,0.848,0.396,0.483,3.0,131.62,synthetic_geological_survey
7892,Mine_07892,Sand,0.255,0.681,0.284,0.95,132.72,synthetic_geological_survey
7893,Mine_07893,Marble,0.766,0.357,0.291,2.84,78.59,synthetic_geological_survey
7894,Mine_07894,Salt,0.986,0.219,0.721,0.85,62.84,synthetic_geological_survey
7895,Mine_07895,Sandstone,0.567,0.681,0.678,4.97,133.71,synthetic_geological_survey
7896,Mine_07896,Iron Ore,0.645,0.369,0.533,2.81,193.72,synthetic_geological_survey
7897,Mine_07897,Sand,0.262,0.698,0.65,1.35,110.91,synthetic_geological_survey
7898,Mine_07898,Sandstone,0.516,0.619,0.713,1.91,83.92,synthetic_geological_survey
7899,Mine_07899,Salt,0.85,0.189,0.511,0.52,92.66,synthetic_geological_survey
7900,Mine_07900,Sand,0.329,0.877,0.596,1.57,198.54,synthetic_geological_survey
7901,Mine_07901,Marble,0.807,0.377,0.649,2.69,24.5,synthetic_geological_survey
7902,Mine_07902,Sand,0.326,0.87,0.376,1.18,186.01,synthetic_geological_survey
7903,Mine_07903,Sand,0.351,0.935,0.661,4.63,21.18,synthetic_geological_survey
7904,Mine_07904,Marble,0.846,0.395,0.549,2.31,71.24,synthetic_geological_survey
7905,Mine_07905,Marble,0.873,0.407,0.654,2.34,103.48,synthetic_geological_survey
7906,Mine_07906,Salt,0.947,0.21,0.623,2.62,129.6,synthetic_geological_survey
7907,Mine_07907,Salt,0.744,0.165,0.537,1.58,40.67,synthetic_geological_survey
7908,Mine_07908,Granite,0.838,0.314,0.242,3.77,33.29,synthetic_geological_survey
7909,Mine_07909,Sandstone,0.401,0.482,0.77,0.51,101.94,synthetic_geological_survey
7910,Mine_07910,Marble,0.661,0.308,0.636,2.64,171.43,synthetic_geological_survey
7911,Mine_07911,Granite,0.743,0.279,0.305,4.97,173.2,synthetic_geological_survey
7912,Mine_07912,Marble,0.747,0.349,0.32,3.98,148.74,synthetic_geological_survey
7913,Mine_07913,Salt,0.871,0.194,0.572,4.39,28.98,synthetic_geological_survey
7914,Mine_07914,Salt,0.981,0.218,0.307,4.08,57.58,synthetic_geological_survey
7915,Mine_07915,Silica Sand,0.427,0.747,0.484,4.95,81.3,synthetic_geological_survey
7916,Mine_07916,Iron Ore,0.788,0.45,0.468,2.52,91.83,synthetic_geological_survey
7917,Mine_07917,Sandstone,0.596,0.715,0.509,0.62,55.83,synthetic_geological_survey
7918,Mine_07918,Sandstone,0.592,0.71,0.792,3.56,177.49,synthetic_geological_survey
7919,Mine_07919,Sand,0.254,0.678,0.732,4.09,169.81,synthetic_geological_survey
7920,Mine_07920,Silica Sand,0.457,0.8,0.229,4.87,53.95,synthetic_geological_survey
7921,Mine_07921,Granite,0.854,0.32,0.365,1.01,152.13,synthetic_geological_survey
7922,Mine_07922,Marble,0.759,0.354,0.542,1.76,65.06,synthetic_geological_survey
7923,Mine_07923,Granite,0.948,0.356,0.652,4.77,138.18,synthetic_geological_survey
7924,Mine_07924,Salt,1.059,0.235,0.393,4.01,77.06,synthetic_geological_survey
7925,Mine_07925,Salt,0.954,0.212,0.396,1.99,31.67,synthetic_geological_survey
7926,Mine_07926,Granite,0.749,0.281,0.783,1.27,86.73,synthetic_geological_survey
7927,Mine_07927,Silica Sand,0.374,0.654,0.313,0.7,187.59,synthetic_geological_survey
7928,Mine_07928,Sand,0.349,0.931,0.286,0.95,189.42,synthetic_geological_survey
7929,Mine_07929,Salt,0.991,0.22,0.241,2.5,150.62,synthetic_geological_survey
7930,Mine_07930,Sandstone,0.597,0.717,0.534,2.43,52.77,synthetic_geological_survey
7931,Mine_07931,Sand,0.271,0.722,0.27,3.69,99.46,synthetic_geological_survey
7932,Mine_07932,Silica Sand,0.475,0.831,0.686,4.23,22.2,synthetic_geological_survey
7933,Mine_07933,Limestone,0.704,0.587,0.6,0.71,160.36,synthetic_geological_survey
7934,Mine_07934,Limestone,0.483,0.402,0.358,3.14,164.0,synthetic_geological_survey
7935,Mine_07935,Iron Ore,0.687,0.393,0.244,1.54,152.27,synthetic_geological_survey
7936,Mine_07936,Sand,0.323,0.862,0.537,2.65,147.57,synthetic_geological_survey
7937,Mine_07937,Salt,0.89,0.198,0.529,2.97,111.92,synthetic_geological_survey
7938,Mine_07938,Sand,0.331,0.883,0.347,4.27,85.36,synthetic_geological_survey
7939,Mine_07939,Marble,0.832,0.388,0.49,2.62,129.33,synthetic_geological_survey
7940,Mine_07940,Sand,0.248,0.661,0.559,1.87,155.49,synthetic_geological_survey
7941,Mine_07941,Iron Ore,0.624,0.357,0.284,3.07,87.44,synthetic_geological_survey
7942,Mine_07942,Limestone,0.557,0.464,0.781,3.59,154.63,synthetic_geological_survey
7943,Mine_07943,Marble,0.762,0.356,0.523,1.47,149.99,synthetic_geological_survey
7944,Mine_07944,Silica Sand,0.342,0.599,0.417,1.19,78.41,synthetic_geological_survey
7945,Mine_07945,Sandstone,0.523,0.628,0.748,1.29,110.2,synthetic_geological_survey
7946,Mine_07946,Salt,0.88,0.196,0.699,2.92,87.9,synthetic_geological_survey
7947,Mine_07947,Marble,0.76,0.355,0.772,3.43,135.56,synthetic_geological_survey
7948,Mine_07948,Silica Sand,0.378,0.661,0.434,4.54,187.22,synthetic_geological_survey
7949,Mine_07949,Silica Sand,0.323,0.565,0.372,3.99,96.56,synthetic_geological_survey
7950,Mine_07950,Salt,0.756,0.168,0.278,3.04,74.69,synthetic_geological_survey
7951,Mine_07951,Salt,0.845,0.188,0.349,1.15,111.86,synthetic_geological_survey
7952,Mine_07952,Granite,0.836,0.314,0.385,2.75,145.67,synthetic_geological_survey
7953,Mine_07953,Iron Ore,0.746,0.426,0.503,2.28,91.66,synthetic_geological_survey
7954,Mine_07954,Iron Ore,0.589,0.336,0.672,2.62,121.15,synthetic_geological_survey
7955,Mine_07955,Limestone,0.647,0.539,0.423,4.73,89.98,synthetic_geological_survey
7956,Mine_07956,Limestone,0.693,0.578,0.376,4.11,34.58,synthetic_geological_survey
7957,Mine_07957,Granite,0.846,0.317,0.382,4.55,85.74,synthetic_geological_survey
7958,Mine_07958,Sandstone,0.543,0.651,0.448,1.58,125.24,synthetic_geological_survey
7959,Mine_07959,Limestone,0.685,0.571,0.272,3.69,25.15,synthetic_geological_survey
7960,Mine_07960,Salt,0.883,0.196,0.346,1.1,160.41,synthetic_geological_survey
7961,Mine_07961,Silica Sand,0.388,0.679,0.3,0.81,113.65,synthetic_geological_survey
7962,Mine_07962,Sandstone,0.484,0.581,0.292,1.42,164.45,synthetic_geological_survey
7963,Mine_07963,Limestone,0.568,0.473,0.75,4.74,121.23,synthetic_geological_survey
7964,Mine_07964,Iron Ore,0.59,0.337,0.482,3.08,55.52,synthetic_geological_survey
7965,Mine_07965,Limestone,0.561,0.468,0.717,1.03,122.86,synthetic_geological_survey
7966,Mine_07966,Sand,0.287,0.766,0.518,3.04,197.15,synthetic_geological_survey
7967,Mine_07967,Sandstone,0.446,0.536,0.367,4.86,50.51,synthetic_geological_survey
7968,Mine_07968,Sandstone,0.51,0.612,0.632,4.75,73.87,synthetic_geological_survey
7969,Mine_07969,Limestone,0.563,0.47,0.651,4.54,166.49,synthetic_geological_survey
7970,Mine_07970,Granite,0.766,0.287,0.414,1.28,194.74,synthetic_geological_survey
7971,Mine_07971,Salt,0.786,0.175,0.498,0.73,50.98,synthetic_geological_survey
7972,Mine_07972,Salt,0.779,0.173,0.489,1.55,114.02,synthetic_geological_survey
7973,Mine_07973,Sand,0.328,0.875,0.733,0.55,57.67,synthetic_geological_survey
7974,Mine_07974,Sand,0.339,0.903,0.571,1.36,51.86,synthetic_geological_survey
7975,Mine_07975,Sandstone,0.545,0.654,0.599,2.95,101.34,synthetic_geological_survey
7976,Mine_07976,Sandstone,0.584,0.701,0.566,2.08,45.06,synthetic_geological_survey
7977,Mine_07977,Salt,0.944,0.21,0.274,1.43,112.13,synthetic_geological_survey
7978,Mine_07978,Silica Sand,0.455,0.796,0.394,1.13,122.21,synthetic_geological_survey
7979,Mine_07979,Sand,0.277,0.739,0.589,3.01,99.46,synthetic_geological_survey
7980,Mine_07980,Salt,1.079,0.24,0.498,2.66,115.95,synthetic_geological_survey
7981,Mine_07981,Granite,0.652,0.245,0.381,2.7,43.51,synthetic_geological_survey
7982,Mine_07982,Sand,0.311,0.829,0.485,1.91,41.72,synthetic_geological_survey
7983,Mine_07983,Granite,0.775,0.29,0.462,3.42,188.44,synthetic_geological_survey
7984,Mine_07984,Silica Sand,0.382,0.668,0.463,1.72,113.42,synthetic_geological_survey
7985,Mine_07985,Sand,0.349,0.931,0.761,0.91,194.13,synthetic_geological_survey
7986,Mine_07986,Granite,0.777,0.291,0.662,3.02,91.9,synthetic_geological_survey
7987,Mine_07987,Salt,1.042,0.232,0.672,4.79,101.09,synthetic_geological_survey
7988,Mine_07988,Marble,0.79,0.369,0.415,4.51,73.04,synthetic_geological_survey
7989,Mine_07989,Salt,1.016,0.226,0.353,0.57,82.8,synthetic_geological_survey
7990,Mine_07990,Limestone,0.519,0.432,0.422,0.64,151.18,synthetic_geological_survey
7991,Mine_07991,Marble,0.8,0.373,0.325,3.92,64.67,synthetic_geological_survey
