mine_id,mine_name,district,mineral_type,lease_area_ha,latitude,longitude,status,avg_rainfall_mm,max_rainfall_mm,rainfall_variability,avg_temp_c,max_avg_temp_c,min_avg_temp_c,extreme_max_temp_c,extreme_min_temp_c,elevation_m,slope_degrees,aspect_degrees,terrain_ruggedness_index,rock_stability_index,fracture_density,weathering_index,joint_spacing_m,ucs_mpa,rainfall_intensity,temperature_stress,slope_risk_factor,geological_risk,environmental_risk_score
9536,Mine_09536,Cuddalore,Salt,56.98,8.055629,76.043392,Active,97.91,186.5,68.51,25.2,32.56,17.69,39.54,12.38,1636.86,44.63,331.02,14.54,1.004,0.223,0.724,1.41,99.68,1.9048105402921052,2.7159999999999997,0.9917777777777779,-0.0008920000000000008,1.022
9537,Mine_09537,Coimbatore,Granite,87.89,9.002414,78.145581,Active,102.55,245.31,73.88,24.72,32.46,16.48,39.05,9.74,962.62,20.22,312.18,6.93,0.9,0.338,0.743,1.96,136.17,2.3921014139444177,2.9309999999999996,0.4493333333333333,0.0338,0.991
9538,Mine_09538,Dindigul,Limestone,1.0,12.051745,76.107212,Active,218.72,491.06,166.88,22.96,30.0,14.26,37.2,8.13,1244.43,18.34,91.97,9.22,0.714,0.595,0.694,0.55,190.31,2.2451536210680323,2.907,0.40755555555555556,0.17017000000000002,0.982
9539,Mine_09539,Kanyakumari,Marble,38.56,8.303296,77.155,Active,94.3,161.25,59.7,25.48,33.2,17.24,40.46,12.21,538.83,11.98,205.86,7.73,0.732,0.342,0.755,1.06,53.46,1.7099681866383882,2.825,0.26622222222222225,0.09165600000000002,0.807
9540,Mine_09540,Tirunelveli,Marble,25.08,9.138971,76.169908,Active,126.38,269.96,88.15,24.86,31.75,15.91,39.86,10.38,923.26,21.67,283.16,10.82,0.639,0.298,0.354,1.29,83.74,2.136097483779079,2.9479999999999995,0.48155555555555557,0.107578,0.934
9541,Mine_09541,Erode,Marble,88.24,11.245193,77.478361,Active,195.82,424.24,149.64,23.92,31.52,16.21,38.22,9.73,2322.7,22.16,187.71,7.68,0.839,0.391,0.239,4.62,100.2,2.166479419875396,2.8489999999999998,0.49244444444444446,0.06295100000000002,0.909
9542,Mine_09542,Tiruppur,Sandstone,21.05,9.519401,79.921075,Active,139.28,298.98,112.51,24.41,31.98,16.18,39.99,10.54,351.91,0.8,281.71,1.03,0.585,0.702,0.38,0.94,160.52,2.146611143021252,2.9450000000000003,0.017777777777777778,0.29133000000000003,0.855
9543,Mine_09543,Tiruppur,Salt,31.67,9.594904,77.919988,Active,118.24,293.69,80.51,24.04,30.39,16.25,37.84,9.66,599.93,20.1,20.64,8.88,1.053,0.234,0.521,2.99,76.19,2.4838464140730716,2.8180000000000005,0.4466666666666667,-0.012401999999999986,0.961
9544,Mine_09544,Coimbatore,Sandstone,33.22,11.558935,76.658837,Active,174.12,315.5,117.3,23.77,30.66,15.44,35.49,8.55,1277.81,21.77,335.48,10.03,0.516,0.619,0.71,1.36,117.06,1.811968757178957,2.694,0.48377777777777775,0.299596,0.938
9545,Mine_09545,Ariyalur,Iron Ore,21.13,9.290488,78.045818,Active,107.88,245.12,74.95,24.94,32.68,18.49,39.93,11.9,768.07,8.24,99.43,5.73,0.718,0.41,0.483,2.55,113.81,2.272154245457916,2.803,0.1831111111111111,0.11562,0.873
9546,Mine_09546,Kanyakumari,Granite,2.81,12.350396,78.130201,Closed,227.28,485.29,161.7,23.03,28.81,16.24,34.08,7.9,960.12,9.5,296.89,6.96,0.721,0.27,0.601,3.56,168.26,2.135207673354453,2.618,0.2111111111111111,0.07533000000000001,0.835
9547,Mine_09547,Theni,Silica Sand,93.27,9.368453,80.228854,Active,123.6,227.72,83.71,24.61,32.01,17.01,39.85,10.81,449.11,12.96,208.92,4.7,0.441,0.772,0.661,2.66,157.08,1.8423948220064725,2.904,0.28800000000000003,0.431548,0.941
9548,Mine_09548,Dharmapuri,Silica Sand,2.18,12.208469,79.862807,Active,235.44,482.35,159.07,23.58,30.14,16.17,36.42,8.79,654.46,17.25,59.71,9.79,0.365,0.639,0.367,3.44,120.51,2.0487172952769286,2.7630000000000003,0.38333333333333336,0.405765,0.959
9549,Mine_09549,Dindigul,Marble,172.08,10.255326,76.113231,Active,128.01,330.16,96.34,23.83,31.86,17.1,38.06,11.12,1293.35,26.23,282.83,10.85,0.684,0.319,0.312,4.67,178.88,2.579173502070151,2.6940000000000004,0.5828888888888889,0.10080399999999999,1.022
9550,Mine_09550,Erode,Sand,88.79,13.159582,80.093091,Active,264.29,542.16,191.91,23.36,31.37,16.0,37.97,10.67,301.64,6.91,190.25,2.17,0.308,0.821,0.525,1.21,25.96,2.051382950546748,2.7299999999999995,0.15355555555555556,0.568132,0.952
9551,Mine_09551,Theni,Sandstone,1.0,10.000522,80.080853,Active,139.07,283.99,95.66,24.45,31.84,17.28,37.24,10.85,660.28,24.9,7.45,12.33,0.431,0.517,0.466,1.27,189.83,2.042065147048249,2.6390000000000002,0.5533333333333333,0.29417299999999996,0.973
9552,Mine_09552,Madurai,Salt,11.31,11.052074,80.038757,Active,167.94,323.6,118.91,23.59,32.04,14.56,38.17,8.65,720.93,14.71,213.83,7.79,0.78,0.173,0.72,1.72,24.41,1.926878647135882,2.9520000000000004,0.3268888888888889,0.03805999999999999,0.862
9553,Mine_09553,Namakkal,Silica Sand,42.57,9.617824,76.763667,Active,109.05,244.07,76.24,24.8,32.32,16.53,38.43,10.62,1152.4,42.63,119.52,14.71,0.475,0.831,0.24,1.61,159.25,2.238147638697845,2.781,0.9473333333333334,0.436275,1.165
9554,Mine_09554,Theni,Limestone,35.06,12.973922,78.384177,Active,234.95,512.27,179.02,22.64,29.37,14.03,34.98,7.9,783.72,15.84,280.2,9.19,0.517,0.431,0.232,3.22,57.62,2.1803362417535648,2.7079999999999997,0.352,0.208173,0.898
9555,Mine_09555,Kanyakumari,Iron Ore,50.0,11.567815,76.972819,Active,212.25,430.3,140.17,23.77,30.47,15.31,37.05,9.09,985.25,13.89,230.84,5.84,0.676,0.386,0.555,2.66,63.49,2.0273262661955243,2.796,0.3086666666666667,0.12506399999999998,0.871
9556,Mine_09556,Tiruvannamalai,Salt,36.01,11.678673,79.120077,Active,202.77,463.2,158.83,23.96,32.03,16.36,39.15,9.8,608.19,11.93,266.98,3.78,0.885,0.197,0.72,4.02,169.58,2.284361591951472,2.9349999999999996,0.26511111111111113,0.022654999999999998,0.909
9557,Mine_09557,Ariyalur,Iron Ore,20.54,9.29623,79.490234,Active,138.38,267.79,102.61,24.34,31.98,15.43,37.71,9.38,402.01,7.66,319.13,4.72,0.712,0.407,0.719,3.84,52.01,1.9351784940020236,2.8329999999999997,0.17022222222222222,0.117216,0.828
9558,Mine_09558,Karur,Silica Sand,1.0,9.792291,79.764259,Active,119.92,257.67,80.24,25.29,32.08,18.55,39.73,10.35,630.98,5.5,268.12,3.27,0.348,0.609,0.474,0.88,149.03,2.14868245496998,2.9379999999999997,0.12222222222222222,0.39706800000000003,0.927
9559,Mine_09559,Ariyalur,Iron Ore,36.94,12.485451,77.355586,Active,202.69,460.91,140.88,23.11,29.98,15.33,36.75,9.87,1921.64,20.07,279.12,9.8,0.582,0.333,0.534,1.02,141.77,2.2739651684838917,2.688,0.446,0.139194,0.953
9560,Mine_09560,Dindigul,Limestone,1.15,10.985138,80.433278,Closed,159.24,343.94,108.21,23.86,31.19,16.39,37.39,9.69,591.69,18.42,293.95,5.8,0.6,0.5,0.207,2.79,71.34,2.1598844511429287,2.7700000000000005,0.4093333333333334,0.2,0.912
9561,Mine_09561,Vellore,Salt,45.89,9.591162,76.242619,Active,136.38,293.69,105.12,24.99,32.61,15.48,39.22,9.26,1451.96,18.6,194.66,6.19,0.95,0.211,0.23,4.19,77.84,2.1534682504766094,2.996,0.4133333333333334,0.010550000000000009,0.88
9562,Mine_09562,Coimbatore,Sand,102.85,12.687441,77.429712,Active,268.18,532.17,195.65,23.37,31.79,16.25,38.54,11.3,1790.62,39.44,161.48,14.96,0.24,0.64,0.675,4.22,53.95,1.9843761652621372,2.7239999999999998,0.8764444444444444,0.4864,1.146
9563,Mine_09563,Ariyalur,Limestone,167.48,10.390089,76.145947,Active,163.21,362.56,122.4,24.91,32.57,18.23,39.56,10.12,1640.55,17.6,9.02,5.52,0.526,0.438,0.528,2.94,24.13,2.2214325102628516,2.9440000000000004,0.39111111111111113,0.207612,0.971
9564,Mine_09564,Theni,Granite,79.12,13.404852,80.080704,Active,217.16,435.36,141.7,22.63,31.04,15.79,37.16,8.29,298.58,4.15,59.66,3.39,0.71,0.266,0.595,0.76,56.63,2.004789095597716,2.8869999999999996,0.09222222222222223,0.07714000000000001,0.8
9565,Mine_09565,Cuddalore,Limestone,1.0,9.156638,79.594205,Active,109.05,253.54,82.13,24.62,30.97,17.33,37.99,12.08,883.92,24.3,266.03,10.18,0.586,0.488,0.565,4.03,79.81,2.3249885373681796,2.591,0.54,0.20203200000000002,1.003
9566,Mine_09566,Perambalur,Sand,1.0,12.021046,77.125312,Active,212.34,441.7,167.64,23.38,31.48,16.18,38.28,8.29,1030.76,39.21,337.98,14.63,0.342,0.911,0.799,2.1,31.72,2.080154469247433,2.999,0.8713333333333334,0.5994379999999999,1.237
9567,Mine_09567,Tiruvannamalai,Granite,32.09,8.41043,79.929093,Closed,92.5,214.75,69.62,25.55,31.57,18.39,39.13,11.44,627.63,22.54,6.48,9.53,0.88,0.33,0.228,4.9,46.33,2.3216216216216217,2.7690000000000006,0.5008888888888888,0.0396,0.926
9568,Mine_09568,Tirunelveli,Sand,9.99,12.200588,76.807894,Active,183.13,345.96,129.05,23.53,31.55,16.81,37.38,10.12,606.99,24.03,300.11,9.57,0.293,0.781,0.392,4.75,101.81,1.8891497843062304,2.7260000000000004,0.534,0.5521670000000001,1.015
9569,Mine_09569,Madurai,Salt,30.02,12.513929,79.399961,Active,242.54,507.73,171.7,23.6,29.44,16.13,35.25,9.45,263.77,2.68,90.87,3.98,0.871,0.194,0.758,3.64,60.78,2.093386657870867,2.58,0.059555555555555556,0.025026000000000003,0.778
9570,Mine_09570,Vellore,Marble,76.48,11.575569,76.266406,Active,181.8,453.76,137.6,23.6,31.51,15.02,37.43,9.09,1418.67,35.98,281.0,15.37,0.658,0.307,0.591,2.38,175.45,2.4959295929592957,2.834,0.7995555555555555,0.10499399999999999,1.113
9571,Mine_09571,Salem,Sand,7.58,11.750527,78.856809,Active,180.71,349.61,113.42,24.04,31.36,16.02,37.71,8.93,954.15,23.03,142.58,11.52,0.317,0.845,0.406,4.39,58.3,1.9346466714625643,2.878,0.5117777777777778,0.5771350000000001,1.042
9572,Mine_09572,Tirunelveli,Granite,66.79,10.061547,77.11144,Active,139.35,281.36,99.9,24.36,31.2,17.52,37.54,10.78,782.47,13.94,179.31,6.59,0.85,0.319,0.333,3.97,162.18,2.019088625762469,2.6759999999999997,0.30977777777777776,0.04785000000000001,0.812
9573,Mine_09573,Tiruppur,Marble,32.15,8.260785,79.770295,Active,73.57,171.2,52.6,25.49,32.71,16.92,40.53,11.51,231.49,14.84,352.48,7.7,0.709,0.331,0.372,3.73,74.02,2.327035476417018,2.902,0.3297777777777778,0.09632100000000002,0.921
9574,Mine_09574,Madurai,Granite,10.11,8.152365,77.730548,Active,77.61,172.02,57.4,24.89,32.09,17.41,39.83,10.14,403.0,8.08,74.8,5.99,0.698,0.262,0.23,1.76,160.48,2.216466950135292,2.969,0.17955555555555555,0.07912400000000001,0.841
9575,Mine_09575,Tuticorin,Marble,37.86,9.773916,77.728976,Active,142.8,308.13,108.11,24.09,29.98,17.12,37.65,11.2,697.78,5.09,32.1,2.7,0.697,0.325,0.702,0.98,78.0,2.1577731092436974,2.645,0.1131111111111111,0.09847500000000002,0.83
9576,Mine_09576,Tirunelveli,Sand,41.04,12.005893,78.339641,Active,202.69,469.59,167.21,23.61,30.91,15.45,38.89,8.74,733.94,14.35,25.35,8.1,0.242,0.646,0.514,0.93,150.53,2.316789185455622,3.0149999999999997,0.3188888888888889,0.489668,1.059
9577,Mine_09577,Coimbatore,Silica Sand,29.21,12.291682,79.749557,Active,175.6,340.89,128.83,23.38,31.32,15.49,38.06,10.96,903.01,12.47,263.76,4.47,0.365,0.639,0.322,3.09,195.44,1.9412870159453304,2.71,0.27711111111111114,0.405765,0.896
9578,Mine_09578,Ariyalur,Marble,16.14,8.110856,77.329524,Active,81.05,164.01,58.27,25.27,33.26,16.84,40.66,10.83,845.69,14.43,217.07,5.76,0.656,0.306,0.379,0.95,166.45,2.023565700185071,2.9829999999999997,0.32066666666666666,0.105264,0.869
9579,Mine_09579,Perambalur,Marble,35.24,8.219421,77.165979,Active,93.45,182.06,69.03,25.17,32.45,18.04,38.28,12.9,907.94,6.53,285.25,4.83,0.623,0.291,0.659,4.83,58.15,1.9482075976457998,2.5380000000000003,0.1451111111111111,0.109707,0.786
9580,Mine_09580,Ariyalur,Granite,21.84,8.938716,78.839035,Active,94.48,180.67,62.81,25.29,32.68,16.56,40.23,9.77,661.25,5.02,117.41,3.21,0.717,0.269,0.367,3.85,43.15,1.9122565622353935,3.046,0.11155555555555555,0.07612700000000001,0.78
9581,Mine_09581,Perambalur,Salt,9.69,13.231244,79.380075,Active,249.42,526.85,161.21,23.19,30.04,15.21,36.67,8.36,648.43,21.67,20.75,10.14,0.789,0.175,0.741,2.71,129.19,2.112300537246412,2.8310000000000004,0.48155555555555557,0.03692499999999999,0.935
9582,Mine_09582,Cuddalore,Silica Sand,135.82,8.53217,77.219522,Active,88.02,203.26,61.63,25.24,32.44,16.34,39.24,10.21,671.9,9.64,19.6,5.02,0.356,0.623,0.517,3.21,108.63,2.3092478982049536,2.903,0.21422222222222223,0.401212,0.988
9583,Mine_09583,Krishnagiri,Sandstone,23.33,11.288917,79.674234,Active,183.04,426.81,137.33,23.9,31.73,15.64,38.93,9.74,493.06,14.99,2.8,4.98,0.529,0.634,0.27,4.67,195.63,2.331785402097902,2.9189999999999996,0.33311111111111114,0.298614,0.975
9584,Mine_09584,Erode,Silica Sand,52.46,10.969745,80.357673,Closed,169.79,328.21,115.74,24.15,32.43,15.62,38.92,9.43,459.41,5.89,318.73,5.26,0.48,0.839,0.33,3.59,38.21,1.9330349254962012,2.9490000000000003,0.1308888888888889,0.43628,0.885
9585,Mine_09585,Theni,Sand,21.81,13.143177,79.345771,Active,227.06,512.35,165.41,22.93,29.79,16.1,37.31,7.7,512.58,10.83,213.24,7.47,0.314,0.838,0.629,4.66,77.48,2.2564520391086056,2.9610000000000003,0.24066666666666667,0.5748679999999999,1.055
9586,Mine_09586,Perambalur,Limestone,63.61,8.579047,78.421109,Active,92.22,228.4,68.24,25.01,32.21,17.23,39.86,10.4,655.5,22.66,330.26,8.93,0.556,0.463,0.671,2.38,126.29,2.476686185209282,2.946,0.5035555555555555,0.20557199999999998,1.07
9587,Mine_09587,Tuticorin,Marble,33.73,9.420776,79.819876,Active,136.76,283.42,97.21,24.73,31.97,16.64,37.54,9.46,643.03,22.34,305.36,8.33,0.667,0.311,0.577,3.54,135.23,2.0723895875987135,2.808,0.49644444444444447,0.10356299999999999,0.933
9588,Mine_09588,Namakkal,Marble,82.35,13.279325,78.419804,Active,253.82,560.94,182.21,22.77,28.57,14.27,36.28,7.86,810.48,5.52,69.3,5.22,0.734,0.343,0.736,2.0,110.9,2.209991332440312,2.842,0.12266666666666666,0.09123800000000001,0.864
9589,Mine_09589,Namakkal,Silica Sand,5.24,11.48217,77.804083,Closed,196.34,412.73,146.63,23.4,32.28,15.33,38.35,9.6,1064.3,44.66,350.71,16.76,0.468,0.818,0.419,4.44,53.25,2.1021187735560765,2.875,0.9924444444444444,0.435176,1.178
9590,Mine_09590,Vellore,Salt,61.39,9.096024,79.146368,Closed,105.11,182.87,70.53,24.68,30.2,17.03,35.14,12.19,274.28,12.85,200.7,4.92,1.062,0.236,0.634,0.98,64.77,1.7397964037674818,2.2950000000000004,0.28555555555555556,-0.014632000000000013,0.722
9591,Mine_09591,Perambalur,Salt,63.33,8.47551,78.167244,Active,97.58,218.41,70.67,25.12,32.55,17.27,37.47,11.32,448.75,2.51,87.54,3.17,1.057,0.235,0.3,2.07,135.46,2.2382660381225663,2.6149999999999998,0.05577777777777777,-0.013394999999999985,0.752
9592,Mine_09592,Madurai,Granite,22.31,11.81871,78.152173,Active,211.03,431.68,151.09,23.44,30.73,16.32,38.35,9.42,442.98,10.37,154.79,3.54,0.94,0.353,0.608,2.69,77.67,2.04558593564896,2.893,0.23044444444444442,0.021180000000000018,0.835
9593,Mine_09593,Erode,Limestone,9.05,11.904523,76.550487,Active,217.1,449.44,147.37,23.71,30.43,16.99,36.46,12.67,606.65,20.66,249.47,7.97,0.629,0.525,0.583,4.49,178.68,2.0701980654076464,2.379,0.45911111111111114,0.194775,0.906
9594,Mine_09594,Salem,Sandstone,11.69,9.778127,78.849374,Closed,129.5,273.4,87.7,24.78,32.34,17.29,38.26,10.95,497.53,12.53,57.12,4.18,0.491,0.589,0.371,3.9,141.32,2.111196911196911,2.731,0.27844444444444444,0.299801,0.906
9595,Mine_09595,Coimbatore,Silica Sand,6.25,11.698242,76.704625,Active,206.36,414.03,158.84,23.76,30.54,17.6,36.42,10.24,1153.49,30.34,186.83,12.19,0.328,0.575,0.643,4.18,37.5,2.0063481294824577,2.618,0.6742222222222222,0.3863999999999999,1.046
9596,Mine_09596,Theni,Marble,18.96,12.657576,79.594205,Active,267.09,533.7,208.2,23.26,31.07,15.19,37.22,9.56,243.56,6.05,14.84,2.27,0.883,0.412,0.399,3.08,97.53,1.998202852970909,2.7659999999999996,0.13444444444444445,0.048204,0.771
9597,Mine_09597,Vellore,Sandstone,30.98,8.098366,80.343556,Active,87.97,194.01,67.33,25.72,31.22,17.98,38.99,11.94,240.52,13.99,103.02,5.53,0.575,0.69,0.77,4.93,65.52,2.205410935546209,2.7050000000000005,0.3108888888888889,0.29325,0.97
9598,Mine_09598,Erode,Sandstone,45.37,13.152667,77.117031,Closed,235.63,505.02,169.64,23.2,30.48,14.86,37.99,8.85,1671.52,44.67,131.49,16.11,0.484,0.581,0.715,4.88,112.57,2.143275474260493,2.914,0.9926666666666667,0.299796,1.179
9599,Mine_09599,Perambalur,Marble,21.96,13.211247,78.570234,Active,275.63,503.52,189.33,23.26,30.27,16.38,36.37,9.37,394.83,9.47,230.3,6.36,0.849,0.396,0.389,1.35,161.39,1.8267967928019446,2.7,0.21044444444444446,0.05979600000000001,0.755
9600,Mine_09600,Namakkal,Silica Sand,1.0,12.645421,76.002801,Active,241.29,482.96,168.12,23.52,30.43,16.36,38.33,11.22,1674.42,17.19,182.82,5.66,0.417,0.73,0.619,4.27,77.15,2.0015748684155996,2.711,0.382,0.42558999999999997,0.976
9601,Mine_09601,Tiruvannamalai,Iron Ore,23.27,10.389689,79.777601,Closed,156.83,341.5,120.48,24.3,30.53,17.28,34.58,10.95,945.26,20.45,46.5,11.12,0.62,0.354,0.593,1.68,180.38,2.177517056685583,2.363,0.45444444444444443,0.13452,0.908
9602,Mine_09602,Namakkal,Marble,53.6,11.939346,78.385563,Active,208.65,474.19,164.22,23.08,29.91,14.55,37.94,8.76,873.08,24.36,351.62,9.46,0.853,0.398,0.384,4.39,171.56,2.2726575605080277,2.918,0.5413333333333333,0.05850600000000001,0.965
9603,Mine_09603,Vellore,Limestone,60.65,8.395167,78.936416,Active,83.46,187.2,60.98,25.23,32.56,17.25,38.7,10.51,562.37,8.93,5.97,4.06,0.719,0.599,0.444,4.34,96.86,2.2429906542056077,2.8190000000000004,0.19844444444444445,0.168319,0.885
9604,Mine_09604,Erode,Limestone,105.01,12.278611,76.986664,Active,247.94,502.75,187.36,23.33,30.71,16.31,37.78,8.37,609.47,23.94,276.72,11.31,0.508,0.423,0.203,3.7,173.31,2.027708316528192,2.9410000000000003,0.532,0.208116,0.942
9605,Mine_09605,Perambalur,Granite,181.65,11.841337,79.108109,Active,214.02,460.02,174.16,23.63,30.38,15.72,37.79,9.08,586.96,12.11,290.51,5.57,0.837,0.314,0.799,2.52,57.13,2.1494252873563218,2.871,0.2691111111111111,0.05118200000000001,0.893
9606,Mine_09606,Tiruppur,Marble,35.18,12.427762,77.779383,Active,208.9,438.85,160.79,22.96,31.73,14.89,38.31,8.72,1366.98,34.53,155.47,12.92,0.764,0.356,0.373,3.11,42.74,2.100765916706558,2.9590000000000005,0.7673333333333333,0.084016,1.009
9607,Mine_09607,Perambalur,Salt,65.65,8.816162,77.189764,Active,121.76,248.18,83.47,25.15,33.12,16.1,38.97,9.68,837.17,6.86,191.57,5.12,0.813,0.181,0.503,2.48,73.7,2.0382720105124834,2.929,0.15244444444444444,0.03384700000000001,0.807
9608,Mine_09608,Ariyalur,Limestone,1.0,10.05824,77.372924,Active,145.68,300.32,104.92,24.59,31.92,16.89,39.74,11.54,260.36,3.42,18.69,3.49,0.506,0.422,0.589,1.57,26.66,2.061504667764964,2.8200000000000003,0.076,0.208468,0.839
9609,Mine_09609,Dindigul,Salt,1.0,8.207392,77.150401,Active,93.6,198.85,68.06,25.21,32.06,17.17,40.05,10.68,354.66,6.5,108.09,2.88,0.985,0.219,0.213,0.55,117.91,2.124465811965812,2.937,0.14444444444444443,0.0032850000000000028,0.784
9610,Mine_09610,Coimbatore,Limestone,13.64,11.765238,79.684394,Active,212.17,454.09,167.81,23.23,30.54,14.63,36.23,8.43,647.49,12.38,17.06,8.47,0.603,0.502,0.632,1.62,26.78,2.140217749917519,2.78,0.27511111111111114,0.199294,0.912
9611,Mine_09611,Salem,Silica Sand,69.84,11.778228,77.545975,Active,197.36,470.34,154.49,23.89,31.65,14.4,38.92,8.68,1235.27,19.21,107.57,6.88,0.407,0.713,0.278,4.36,82.64,2.383157681394406,3.024,0.42688888888888893,0.42280899999999993,1.062
9612,Mine_09612,Erode,Salt,55.43,9.219156,77.32764,Closed,112.48,236.42,76.76,24.98,32.13,17.16,39.52,9.89,673.98,5.1,151.28,5.12,0.846,0.188,0.578,3.62,162.42,2.101884779516358,2.963,0.11333333333333333,0.028952000000000006,0.817
9613,Mine_09613,Vellore,Sandstone,41.02,13.169986,76.409204,Active,252.18,488.06,170.29,22.64,29.05,16.26,36.22,11.2,616.39,6.69,147.95,4.45,0.454,0.545,0.293,0.8,146.51,1.935363629153779,2.502,0.14866666666666667,0.29757000000000006,0.8
9614,Mine_09614,Kanyakumari,Iron Ore,12.4,11.735444,79.255616,Active,187.15,448.59,142.29,23.52,30.47,15.35,37.06,9.85,499.75,12.31,147.27,6.92,0.664,0.379,0.606,1.78,48.25,2.396954314720812,2.721,0.27355555555555555,0.12734399999999998,0.932
9615,Mine_09615,Coimbatore,Silica Sand,34.98,9.953049,77.708576,Active,135.98,328.69,108.66,24.15,31.22,17.32,39.26,9.03,309.31,14.81,21.51,5.52,0.386,0.676,0.455,3.91,195.34,2.4171937049566115,3.0229999999999997,0.32911111111111113,0.41506400000000004,1.054
9616,Mine_09616,Perambalur,Granite,39.22,8.741369,80.470042,Active,101.35,229.63,75.47,25.48,33.76,16.76,40.24,11.44,913.22,5.52,191.51,6.43,0.709,0.266,0.685,4.07,139.71,2.2657128761716825,2.8800000000000003,0.12266666666666666,0.07740600000000002,0.87
9617,Mine_09617,Theni,Silica Sand,17.85,12.856985,77.906047,Active,223.74,522.18,170.58,22.82,29.36,15.47,37.45,8.13,1327.0,23.58,151.21,10.08,0.464,0.812,0.413,0.79,74.56,2.333869670152856,2.932,0.5239999999999999,0.43523200000000006,1.089
9618,Mine_09618,Namakkal,Silica Sand,79.15,8.194584,77.953737,Active,78.74,161.92,49.36,24.92,33.26,17.66,39.83,9.95,945.83,23.97,192.57,9.61,0.412,0.721,0.21,3.19,148.77,2.0563881127762254,2.988,0.5326666666666666,0.42394800000000005,1.018
9619,Mine_09619,Kanyakumari,Sand,37.63,8.952941,79.986074,Active,118.3,224.54,84.47,25.21,33.26,17.13,39.65,11.97,959.94,20.65,280.64,6.55,0.261,0.696,0.444,2.35,79.25,1.8980557903634827,2.768,0.45888888888888885,0.5143439999999999,0.993
9620,Mine_09620,Cuddalore,Sand,24.93,11.844189,78.029571,Active,167.81,305.46,114.22,23.92,31.69,14.58,38.63,8.96,597.73,6.22,288.83,4.08,0.281,0.751,0.532,2.28,20.58,1.820272927715869,2.967,0.13822222222222222,0.539969,0.917
9621,Mine_09621,Ariyalur,Limestone,19.42,8.775197,76.358504,Active,105.34,229.87,86.33,24.72,31.95,17.3,40.56,10.57,503.24,16.19,193.94,7.26,0.66,0.55,0.358,3.89,180.03,2.1821720144294665,2.999,0.3597777777777778,0.187,0.936
9622,Mine_09622,Karur,Marble,1.81,8.898203,77.909623,Active,101.45,235.84,79.53,25.3,31.2,18.19,39.11,12.04,745.61,18.47,241.37,7.27,0.709,0.331,0.678,2.49,85.98,2.3246919664859536,2.707,0.41044444444444445,0.09632100000000002,0.955
9623,Mine_09623,Tiruppur,Silica Sand,137.6,10.349035,77.816797,Active,193.22,354.24,140.89,24.61,31.49,16.62,37.83,9.41,504.35,14.24,72.7,5.24,0.364,0.637,0.78,1.54,80.36,1.8333505848255875,2.8419999999999996,0.3164444444444445,0.405132,0.945
9624,Mine_09624,Vellore,Marble,36.26,10.30002,77.772138,Active,189.93,357.66,140.99,24.27,29.61,17.31,35.87,10.31,256.0,4.13,135.29,4.92,0.762,0.356,0.73,3.65,192.79,1.8831148317801296,2.5559999999999996,0.09177777777777778,0.084728,0.758
9625,Mine_09625,Tirunelveli,Limestone,124.52,11.953372,79.111263,Closed,179.5,403.48,114.74,23.45,31.23,16.56,37.6,9.09,233.48,5.47,305.09,5.69,0.704,0.586,0.207,4.87,183.98,2.247799442896936,2.851,0.12155555555555556,0.17345600000000003,0.844
9626,Mine_09626,Coimbatore,Iron Ore,47.39,8.422039,76.412782,Closed,87.07,175.5,61.85,25.17,31.07,16.53,36.22,10.54,518.17,17.8,349.64,8.18,0.605,0.346,0.729,2.53,138.25,2.0156196164005973,2.568,0.39555555555555555,0.13666999999999999,0.892
9627,Mine_09627,Dindigul,Marble,32.64,9.177774,78.625776,Closed,120.04,270.83,85.11,24.95,32.27,16.18,38.09,10.12,914.86,6.54,221.42,5.12,0.829,0.387,0.259,2.68,40.21,2.2561646117960676,2.7970000000000006,0.14533333333333334,0.06617700000000001,0.82
9628,Mine_09628,Tiruvannamalai,Sand,25.0,10.547402,77.95438,Active,173.88,375.4,125.0,24.1,31.42,16.41,39.26,9.32,628.16,17.17,94.61,7.65,0.296,0.788,0.279,3.56,89.48,2.1589602024384633,2.9939999999999998,0.3815555555555556,0.554752,1.04
9629,Mine_09629,Theni,Granite,1.8,12.462422,79.669496,Active,213.32,426.91,141.95,23.72,31.17,16.48,37.86,10.67,658.97,6.89,268.07,2.98,0.846,0.317,0.412,1.87,70.95,2.001265704106507,2.719,0.15311111111111111,0.04881800000000001,0.774
9630,Mine_09630,Coimbatore,Silica Sand,55.09,10.586179,80.162351,Active,176.59,375.21,144.47,23.88,31.99,14.82,39.35,8.72,237.07,5.03,179.3,2.14,0.347,0.608,0.267,2.37,78.78,2.124752250976839,3.063,0.11177777777777778,0.397024,0.911
9631,Mine_09631,Ariyalur,Limestone,1.03,12.250366,79.052124,Active,203.26,472.77,158.0,23.54,31.4,16.89,38.04,11.26,753.08,13.23,204.26,7.5,0.561,0.468,0.493,4.56,172.14,2.325937223260848,2.678,0.294,0.205452,0.932
9632,Mine_09632,Coimbatore,Silica Sand,26.92,9.621891,76.04973,Active,132.95,304.29,101.54,24.39,31.68,16.34,40.1,10.03,1524.51,44.15,78.45,16.22,0.384,0.671,0.794,2.11,164.55,2.2887551711169616,3.007,0.981111111111111,0.41333600000000004,1.256
